,idmb_id,plot,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
47,tt0037522,"the us army's defense of its philippines colony and the allied malay countries or colonies behind it counted on its island fortress of corregidor on luzon and a few others but loses it in the 6may1942 japanese combined forces attack. colonel joseph madden is among the escaping survivors who are ordered by general douglas mcarthur to organize a guerrilla. as he finds many native filipinos inclined to resist the occupier's vision of returning to the south asian fold under a paternalistic empire which doesn't hesitate to 'spank the unruly', but is mainly civilian, unprepared, inept in military matters, madden appeals to the legendary anti us freedom fighter andres bonifácio's homonymous grandson captain andrés bonifácio, who is luckily rescued from a pow dead march, to inspire the resistance once his own fighting spirit is rekindled  with him in a still very unsure war, retaliated by bloody, ten to one repression. when the japanese realize the people side against them, they stage fake independence under imperial prince ito, but are betrayed. while the tide of war turns against japan all around the pacific, the bitter fight intensifies further...","[0.09710914, 0.8700977, 0.03279316]",1,"[0.3421336, 0.49256048, 0.16530593]",1,"[0.13590702, 0.8142458, 0.049847193]",1,"[0.108791776, 0.820397, 0.07081122]",1,"[0.08375544, 0.8609582, 0.055286366]",1,"[0.17485878, 0.78913856, 0.0360027]",1
48,tt0050160,an air force major feels a volatile mixture of relief and anger when he is excused from performing a dangerous test in a new aircraft.,"[0.4767699, 0.3990641, 0.12416595]",0,"[0.3082931, 0.64446914, 0.047237728]",1,"[0.16308722, 0.21130122, 0.6256116]",2,"[0.33661464, 0.572576, 0.090809375]",1,"[0.6102468, 0.34360212, 0.046151083]",0,"[0.37250394, 0.5587726, 0.06872347]",1
49,tt0046746,"corp. brady brian keith an american soldier captured during the korean war, is taken to a pof camp. there he meets sgt. rand robert francisa prisoner who is cooperating with the north koreans. brady is disgusted by these actions, but he soon discovers that rand is actually an intelligence officer playing along to access important secrets. rand also becomes close to tanya clanton dianne foster, the wife of an american traitor, in order to exact information.","[0.45499533, 0.52123755, 0.02376715]",1,"[0.51727635, 0.46289542, 0.019828286]",0,"[0.6195473, 0.35540956, 0.025043163]",0,"[0.33340812, 0.6450872, 0.02150471]",1,"[0.9860146, 0.0070100506, 0.006975323]",0,"[0.70936894, 0.27002275, 0.020608386]",0
50,tt0062704,"a flying saucer hidden in a red chinese peasant village is sought by teams from the united states and u.s.s.r. on finding it, they band together to explore the saucer and take a trip into space.","[0.921833, 0.06997893, 0.008188051]",0,"[0.7635463, 0.22718918, 0.009264563]",0,"[0.9039591, 0.07935199, 0.016688958]",0,"[0.78044003, 0.2029979, 0.016562095]",0,"[0.9716116, 0.021163594, 0.0072247707]",0,"[0.9441394, 0.048235998, 0.0076245675]",0
51,tt0094712,"lt. col. iceal ham hambleton is a weapons countermeasures expert and when his aircraft is shot over enemy territory the air force very much wants to get him back. hambleton knows the area he's in is going to be carpet bombed but a temporary shortage of helicopters causes a delay. working with an air force reconnaissance pilot, capt. bartholomew clark, he maps out an escape route based on golf courses he has played. along the way however, he has to face enemy forces and the death of some of his fellow soldiers.","[0.5537622, 0.37850535, 0.067732446]",0,"[0.6288393, 0.32253706, 0.048623648]",0,"[0.07478508, 0.023336764, 0.9018782]",2,"[0.47658488, 0.45253372, 0.07088137]",0,"[0.79840916, 0.18264541, 0.018945431]",0,"[0.65759224, 0.3001029, 0.042304847]",0
52,tt0035664,japan has just invaded the phillipines and the us army attempts a desperate defence. thirteen men are chosen to blow up a bridge on the bataan peninsula and keep the japanese from rebuilding it.,"[0.5078994, 0.47278738, 0.019313205]",0,"[0.32876045, 0.62932736, 0.041912206]",1,"[0.66604185, 0.3106917, 0.02326641]",0,"[0.53875226, 0.43959725, 0.021650532]",0,"[0.96437997, 0.026923092, 0.008696898]",0,"[0.76948714, 0.215568, 0.014944855]",0
53,tt0118688,"batman and robin are back working side by side to stop the villains of gotham city, but is there tension appearing between them, especially when one villainess who calls herself poison ivy can make anyone fall in love with her...literally. along with poison ivy, the icy mr. freeze is freezing anything which gets in his way from achieving his goal.","[0.037730273, 0.9538216, 0.008448127]",1,"[0.044440515, 0.94592214, 0.009637401]",1,"[0.04373237, 0.9362705, 0.019997079]",1,"[0.02132936, 0.94725627, 0.031414382]",1,"[0.30252948, 0.6761472, 0.021323355]",1,"[0.046158824, 0.9425485, 0.011292674]",1
54,tt0054671,"this is only the second audie murphy movie set in wwii after his autobiographical to hell and back. here murphy steps out of his usual kid western role to play a civilian working for the navy helping supply guerilla insurgents in the philippines. his sole motive is not politics nor bravery, but to find his bride from whom he was separated during the japanese invasion two years before.","[0.5991337, 0.3855455, 0.015320848]",0,"[0.6436805, 0.3429138, 0.013405767]",0,"[0.69496584, 0.2772959, 0.027738318]",0,"[0.9175522, 0.04259409, 0.039853796]",0,"[0.9493938, 0.042354777, 0.008251473]",0,"[0.7749489, 0.20363097, 0.021420157]",0
55,tt0061387,"a chinese general goes berserk and has a system of tunnels dug all the way from china to usa, under the pacific ocean! wherever there is an important military base, he places atomic bombs. us navy soldiers go underground to repel the invaders.","[0.5239223, 0.09271469, 0.38336292]",0,"[0.58798033, 0.15627447, 0.25574523]",0,"[0.65555066, 0.26622283, 0.078226484]",0,"[0.35973457, 0.01905125, 0.6212142]",2,"[0.9741364, 0.013262248, 0.012601332]",0,"[0.7023884, 0.26003978, 0.037571765]",0
56,tt0045544,"nurse lt. ruth mcgara is assigned to a mobile army surgical hospital mash unit near the front lines of the korean war. there she meets and is roughly romanced by major jed webbe, one of the unit's surgeons. webbe is pushy and seems to care only for momentary pleasures, but mcgara falls for him just the same. their romance blossoms in the midst of overwhelming numbers of casualties, threats from the enemy and from the weather, and emergency evacuations that test the mettle of even a unit whose very name suggests quick mobility.","[0.13867831, 0.1427462, 0.71857554]",2,"[0.16212864, 0.14500566, 0.69286567]",2,"[0.23216617, 0.4099892, 0.3578446]",1,"[0.20978574, 0.40348858, 0.3867257]",1,"[0.77620786, 0.01991933, 0.20387281]",0,"[0.27509302, 0.41312763, 0.31177938]",1
57,tt0047860,"in 1942, a group of young men join the marines, leaving loved ones behind. primed for battle, they are frustrated by many non combat assignments, as we follow their wartime romances, especially andy hookens' involvement with pat, a new zealand widow. andy and pat have just decided that war requires them to 'live for the moment' when, in 1944, our team finally goes into a real battle...","[0.4824495, 0.45410717, 0.06344336]",0,"[0.6443771, 0.30010578, 0.055517133]",0,"[0.49719003, 0.4594584, 0.0433515]",0,"[0.6488737, 0.28715155, 0.06397474]",0,"[0.92715055, 0.040011022, 0.032838427]",0,"[0.72067297, 0.21549498, 0.063832134]",0
58,tt0050171,"dean hess, who entered the ministry to atone for bombing a german orphanage, decides he's a failure at preaching. rejoined to train pilots early in the korean war, he finds korean orphans raiding the airbase garbage. with a pretty korean teacher, he sets up an orphanage for them and others. but he finds that to protect his charges, he has to kill.","[0.2392413, 0.742339, 0.018419681]",1,"[0.19067198, 0.7941426, 0.015185409]",1,"[0.25867292, 0.67737794, 0.06394909]",1,"[0.14154713, 0.831909, 0.026543891]",1,"[0.9697778, 0.012659738, 0.017562425]",0,"[0.25920528, 0.71879536, 0.02199936]",1
59,tt1217613,"los angeles and other cities around the world are being bombarded by meteors that seem to be slowing down once they hit the earth's atmosphere. the earth is suddenly being invaded by space aliens that have landed off the shore of la, and who begin killing everybody along the beach. the military is ordered into action. marine staff sergeant nantz aaron eckhart, who was about to retire, is reassigned to a new platoon. the platoon, flown by chopper to the forward operating base at santa monica airport, is being led by a new 2nd lt. martinez ramon rodriguez. they are sent on a mission to rescue some civilians who are trapped at the police station within alien territory. they only have 3 hours to complete their mission and get out before the air force bombs that zone.","[0.9493187, 0.043005437, 0.007675912]",0,"[0.9334659, 0.03660668, 0.02992745]",0,"[0.79023874, 0.031546786, 0.1782145]",0,"[0.8498314, 0.11318036, 0.036988273]",0,"[0.8607287, 0.11208353, 0.027187789]",0,"[0.91918063, 0.03723143, 0.043587916]",0
60,tt0048989,"a rebuilt wwii carrier sails back to the pacific theater to rejoin the war in early 1945, a carrier the japanese think they sank. so if she shows up again, they will go after her with a vengeance. and they do, nearly destroying her again, ending that mission for her, but she is able to limp back to the states. the captain is tough, he knows the added risk for his ship, but shows he also has a heart by not relieving a pilot of flight duty, one who committed a serious mistake by not taking a wave off as instructed. lot of action shots, many appearing to be actual war footage. the usual character sub stories. partly plays like a documentary about the navy, and the carrier in particular. maybe a bit of a recruiting film also.","[0.25474665, 0.685148, 0.06010532]",1,"[0.2352462, 0.7399125, 0.024841312]",1,"[0.13362564, 0.8274367, 0.038937695]",1,"[0.835258, 0.047973685, 0.11676836]",0,"[0.70284927, 0.25198922, 0.045161486]",0,"[0.28903678, 0.5704316, 0.14053172]",1
61,tt0047861,"capt. russ edwards commands a helicopter rescue unit that fly wounded soldiers out of battle areas and rescue pilots who have to ditch their aircraft. he has a problem with one of his men, former fighter pilot lt. pete stacey, who takes unnecessary risks with his helicopter. stacey is frustrated at having to fly helicopters pilots instead of jets and wants out. helicopter pilots are in short supply however meaning he has no chance of being transferred. under pressure from his squadron commander to reduce the number of helicopters out of commission for repairs, edwards does his best to get stacey on side. he eventually comes around.","[0.19732614, 0.74428296, 0.05839092]",1,"[0.20247568, 0.76190346, 0.035620853]",1,"[0.22202422, 0.5567873, 0.22118847]",1,"[0.16690204, 0.71588653, 0.11721147]",1,"[0.42175457, 0.53451884, 0.04372658]",1,"[0.29564908, 0.6337414, 0.07060958]",1
62,tt0044398,"danny, a marine corps veteran of world war ii, re enlists when the korean war breaks out. he joins a marine motion picture unit specializing in combat footage. there he re encounters mitch, a former pal, and discovers that mitch is now engaged to the girl danny left behind in rome during the previous war. a rivalry develops between danny and mitch that spills over onto the battlefield. a secret mission behind north korean lines brings their rivalry to the boiling point.","[0.15491153, 0.8228326, 0.022255901]",1,"[0.24412787, 0.734277, 0.021595128]",1,"[0.16979507, 0.8009125, 0.029292487]",1,"[0.18034114, 0.7945572, 0.025101688]",1,"[0.96004385, 0.021863382, 0.01809276]",0,"[0.16218607, 0.8045072, 0.03330677]",1
63,tt0041163,"we follow a band of american soldiers as they engage the germans in a snowy, foggy winter near bastogne in world war ii. they're low on fuel, rations, and ammunition; the germans are constantly encouraging their surrender via radio and leaflets, and most importantly, the pervasive thick fog makes movement and identification difficult and prevents their relief by allied air support. this film focuses much more on the psychology and morale of the soldiers than on action footage and heroics.","[0.5935363, 0.3810871, 0.025376523]",0,"[0.55929476, 0.41546336, 0.025241867]",0,"[0.301647, 0.63156503, 0.06678794]",1,"[0.16839486, 0.8113024, 0.020302724]",1,"[0.79456264, 0.11620798, 0.08922941]",0,"[0.3117452, 0.66956186, 0.018692963]",1
64,tt1440129,"a naval war ship encounters an alien armada and faces the biggest threat mankind has ever faced. if they lose, the world could face a major extinction event and an alien invasion. will humans win this alien war, what are the aliens doing here, and what do they want? based on the hasbro naval war game.","[0.3556919, 0.6234891, 0.020819014]",1,"[0.30789846, 0.6735729, 0.018528644]",1,"[0.41340694, 0.559059, 0.02753407]",1,"[0.1991016, 0.76230705, 0.038591444]",1,"[0.8436721, 0.06951523, 0.08681269]",0,"[0.43246296, 0.54627067, 0.021266386]",1
65,tt0061389,"american marines storm ashore on a japanese held island and push inland while their enemy plans a counterattack, in this look at warfare. fighting men on both sides are haunted by memories of home and the horrifying, sickening images they experience in combat.","[0.22036874, 0.61994755, 0.15968364]",1,"[0.2159408, 0.7030418, 0.08101739]",1,"[0.21402791, 0.5379142, 0.2480579]",1,"[0.21683566, 0.5088688, 0.27429557]",1,"[0.16207887, 0.018230569, 0.8196906]",2,"[0.24145417, 0.4255214, 0.3330244]",1
